Year,Jurisdiction,All students,Average scale score
2013,Wyoming,All students,246.522400920115
2011,Alabama,All students,231.286019035945
2011,Alaska,All students,236.359658026107
2011,Arizona,All students,235.157597045644
2011,Arkansas,All students,237.810156979715
2011,California,All students,234.164993212459
2011,Colorado,All students,244.456097110102
2011,Connecticut,All students,242.413406903396
2011,Delaware,All students,240.359832433478
2011,District of Columbia,All students,221.808283121753
2011,Florida,All students,239.826451038787
2011,Georgia,All students,238.366542086539
2011,Hawaii,All students,238.82192776062
2011,Idaho,All students,240.328832465338
2011,Illinois,All students,238.836878932328
2011,Indiana,All students,243.836875966553
2011,Iowa,All students,242.604872948472
2011,Kansas,All students,246.255334791443
2011,Kentucky,All students,240.83070024317
2011,Louisiana,All students,230.778869270132
2011,Maine,All students,244.257016536718
2011,Maryland,All students,247.106555813795
2011,Massachusetts,All students,253.39645576405
2011,Michigan,All students,236.402213706507
2011,Minnesota,All students,249.186686145154
2011,Mississippi,All students,229.868022217831
2011,Missouri,All students,240.494831043156
2011,Montana,All students,243.796606541624
2011,Nebraska,All students,239.803268650576
2011,Nevada,All students,237.031878873139
2011,New Hampshire,All students,251.77883682247
2011,New Jersey,All students,248.004162561751
2011,New Mexico,All students,232.840370734081
2011,New York,All students,237.519942618542
2011,North Carolina,All students,244.517900763882
2011,North Dakota,All students,245.156415994783
2011,Ohio,All students,244.038621552155
2011,Oklahoma,All students,237.429082274302
2011,Oregon,All students,236.914497047468
2011,Pennsylvania,All students,245.654910289272
2011,Rhode Island,All students,241.624774676562
2011,South Carolina,All students,237.303024975307
2011,South Dakota,All students,240.979792262817
2011,Tennessee,All students,232.901116982931
2011,Texas,All students,241.10179365066
2011,Utah,All students,242.537513114531
2011,Vermont,All students,246.639729922321
2011,Virginia,All students,245.333618143766
2011,Washington,All students,243.182884658018
2011,West Virginia,All students,234.655806758932
2011,Wisconsin,All students,244.691865519641
2011,Wyoming,All students,243.874435027563
2009,Alabama,All students,227.962650411086
2009,Alaska,All students,237.212284336122
2009,Arizona,All students,229.991105224216
2009,Arkansas,All students,237.540591911574
2009,California,All students,231.674927207631
2009,Colorado,All students,243.132439997085
2009,Connecticut,All students,244.717742733409
2009,Delaware,All students,239.490569439364
2009,District of Columbia,All students,219.260141025805
2009,Florida,All students,241.944909379496
2009,Georgia,All students,236.029572886478
2009,Hawaii,All students,235.679780829025
2009,Idaho,All students,241.042802304013
2009,Illinois,All students,238.28566884936
2009,Indiana,All students,242.616809561118
2009,Iowa,All students,242.595644002577
2009,Kansas,All students,245.308653571101
2009,Kentucky,All students,238.835902308004
2009,Louisiana,All students,229.432455453722
2009,Maine,All students,244.455732753958
2009,Maryland,All students,243.795041028457
2009,Massachusetts,All students,252.254789700548
2009,Michigan,All students,236.279719737382
2009,Minnesota,All students,249.455534206082
2009,Mississippi,All students,227.262260849183
2009,Missouri,All students,240.684380944942
2009,Montana,All students,244.400751913997
2009,Nebraska,All students,238.748463363704
2009,Nevada,All students,235.152273891367
2009,New Hampshire,All students,251.071752631735
2009,New Jersey,All students,246.52986977978
2009,New Mexico,All students,230.029589245712
2009,New York,All students,240.641098758037
2009,North Carolina,All students,243.778460132033
2009,North Dakota,All students,245.18952627083
2009,Ohio,All students,243.687552859397
2009,Oklahoma,All students,236.780985587581
2009,Oregon,All students,238.032327247651
2009,Pennsylvania,All students,243.58787315025
2009,Rhode Island,All students,238.766859093511
2009,South Carolina,All students,235.668302476928
2009,South Dakota,All students,242.097789760041
2009,Tennessee,All students,231.825486199848
2009,Texas,All students,240.464623710389
2009,Utah,All students,240.318712615955
2009,Vermont,All students,247.767226051132
2009,Virginia,All students,243.0712968888
2009,Washington,All students,242.257091212754
2009,West Virginia,All students,232.983144485532
2009,Wisconsin,All students,243.585253522635
2009,Wyoming,All students,242.009195680162
2007,Alabama,All students,228.520017965925
2007,Alaska,All students,237.273893219325
2007,Arizona,All students,231.936933545338
2007,Arkansas,All students,237.670687444943
2007,California,All students,230.034091233638
2007,Colorado,All students,240.205890246617
2007,Connecticut,All students,242.755646830159
2007,Delaware,All students,241.794894891207
2007,District of Columbia,All students,213.698898810354
2007,Florida,All students,242.02025001893
2007,Georgia,All students,235.209017091471
2007,Hawaii,All students,234.286134982354
2007,Idaho,All students,240.90284353732
2007,Illinois,All students,237.287041319371
2007,Indiana,All students,245.144254956403
2007,Iowa,All students,242.819589303779
2007,Kansas,All students,247.923654192161
2007,Kentucky,All students,235.087920190601
2007,Louisiana,All students,230.043119251121
2007,Maine,All students,242.370603982666
2007,Maryland,All students,240.328230691379
2007,Massachusetts,All students,252.430319790792
2007,Michigan,All students,237.605553465148
2007,Minnesota,All students,246.997762406425
2007,Mississippi,All students,227.612377077088
2007,Missouri,All students,239.411102894897
2007,Montana,All students,243.618811261651
2007,Nebraska,All students,238.040808639328
2007,Nevada,All students,231.781600510466
2007,New Hampshire,All students,248.571526557139
2007,New Jersey,All students,248.621522373251
2007,New Mexico,All students,228.064312841995
2007,New York,All students,242.543018179643
2007,North Carolina,All students,241.617994022296
2007,North Dakota,All students,245.415854173904
2007,Ohio,All students,244.532731712557
2007,Oklahoma,All students,236.80219418762
2007,Oregon,All students,236.039657297687
2007,Pennsylvania,All students,244.001273492789
2007,Rhode Island,All students,235.877935752212
2007,South Carolina,All students,237.107411454244
2007,South Dakota,All students,241.213428581694
2007,Tennessee,All students,232.753710108317
2007,Texas,All students,242.339759859575
2007,Utah,All students,239.404988906962
2007,Vermont,All students,246.357404957214
2007,Virginia,All students,243.521129783216
2007,Washington,All students,242.542231984714
2007,West Virginia,All students,236.337805800167
2007,Wisconsin,All students,244.181214196835
2007,Wyoming,All students,243.866915064284
2005,Alabama,All students,225.071236241265
2005,Alaska,All students,235.510705539745
2005,Arizona,All students,229.800673071331
2005,Arkansas,All students,235.54546696398
2005,California,All students,230.366957499
2005,Colorado,All students,239.21587446298
2005,Connecticut,All students,242.120732361742
2005,Delaware,All students,239.716912377166
2005,District of Columbia,All students,211.122298531209
2005,Florida,All students,238.930649601433
2005,Georgia,All students,233.635737790752
2005,Hawaii,All students,230.096875403391
2005,Idaho,All students,241.650115742865
2005,Illinois,All students,233.067493972686
2005,Indiana,All students,240.069098810468
2005,Iowa,All students,239.880801811134
2005,Kansas,All students,245.782046485738
2005,Kentucky,All students,231.492305367483
2005,Louisiana,All students,230.231196413486
2005,Maine,All students,240.691459684627
2005,Maryland,All students,238.421706736664
2005,Massachusetts,All students,247.33704896217
2005,Michigan,All students,237.706002988511
2005,Minnesota,All students,245.746191132071
2005,Mississippi,All students,226.698844722803
2005,Missouri,All students,235.035547623939
2005,Montana,All students,240.575488552507
2005,Nebraska,All students,237.706178475691
2005,Nevada,All students,229.87159551388
2005,New Hampshire,All students,245.625926399787
2005,New Jersey,All students,243.978931397732
2005,New Mexico,All students,224.027218256997
2005,New York,All students,238.173976704232
2005,North Carolina,All students,241.235549328958
2005,North Dakota,All students,242.736995059317
2005,Ohio,All students,242.105935222061
2005,Oklahoma,All students,233.95532879955
2005,Oregon,All students,238.324930566673
2005,Pennsylvania,All students,240.572963311007
2005,Rhode Island,All students,233.436772307714
2005,South Carolina,All students,238.302675325314
2005,South Dakota,All students,241.594186083007
2005,Tennessee,All students,231.688079714459
2005,Texas,All students,241.990916323988
2005,Utah,All students,238.797423758414
2005,Vermont,All students,243.528855394293
2005,Virginia,All students,240.497568178325
2005,Washington,All students,241.684674518239
2005,West Virginia,All students,230.843267916573
2005,Wisconsin,All students,240.568581924116
2005,Wyoming,All students,242.955913765367
2003,Alabama,All students,223.344642639352
2003,Alaska,All students,232.991654321336
2003,Arizona,All students,228.911396070184
2003,Arkansas,All students,229.006588656244
2003,California,All students,227.454981796736
2003,Colorado,All students,235.193116124996
2003,Connecticut,All students,240.615241634523
2003,Delaware,All students,235.859424549367
2003,District of Columbia,All students,204.919850427599
2003,Florida,All students,233.72881145807
2003,Georgia,All students,230.254976798559
2003,Hawaii,All students,226.834610206384
2003,Idaho,All students,234.943764703458
2003,Illinois,All students,232.856775292011
2003,Indiana,All students,237.968279887063
2003,Iowa,All students,238.476694547401
2003,Kansas,All students,241.747365761914
2003,Kentucky,All students,228.726343259531
2003,Louisiana,All students,226.247729119261
2003,Maine,All students,237.615710381625
2003,Maryland,All students,233.079852288453
2003,Massachusetts,All students,241.664527429109
2003,Michigan,All students,235.686974674139
2003,Minnesota,All students,241.912295583077
2003,Mississippi,All students,222.890600506289
2003,Missouri,All students,234.836425354607
2003,Montana,All students,235.754915265689
2003,Nebraska,All students,236.254108414529
2003,Nevada,All students,227.513598313738
2003,New Hampshire,All students,243.110142195237
2003,New Jersey,All students,238.776541201516
2003,New Mexico,All students,222.518009239083
2003,New York,All students,235.930075481869
2003,North Carolina,All students,242.040125606164
2003,North Dakota,All students,237.577386832979
2003,Ohio,All students,237.782067895563
2003,Oklahoma,All students,229.096621276342
2003,Oregon,All students,236.30590556784
2003,Pennsylvania,All students,235.947017122469
2003,Rhode Island,All students,230.297961992373
2003,South Carolina,All students,235.793223537785
2003,South Dakota,All students,237.264820552788
2003,Tennessee,All students,227.755044720773
2003,Texas,All students,237.305921828857
2003,Utah,All students,234.782950865289
2003,Vermont,All students,241.926072418459
2003,Virginia,All students,239.203089120035
2003,Washington,All students,238.292839469301
2003,West Virginia,All students,230.767748452518
2003,Wisconsin,All students,236.755413982726
2003,Wyoming,All students,241.085700646279
2000,Alabama,All students,217.941052958109
2000,Alaska,All students,�
2000,Arizona,All students,218.766619064154
2000,Arkansas,All students,217.062869511002
2000,California,All students,213.565125054589
2000,Colorado,All students,�
2000,Connecticut,All students,234.243374725987
2000,Delaware,All students,�
2000,District of Columbia,All students,193.289774483301
2000,Florida,All students,�
2000,Georgia,All students,219.556757129447
2000,Hawaii,All students,215.846798551931
2000,Idaho,All students,226.893784504573
2000,Illinois,All students,224.930411301324
2000,Indiana,All students,234.421428848088
2000,Iowa,All students,232.896934923163
2000,Kansas,All students,231.953434575423
2000,Kentucky,All students,220.993596656925
2000,Louisiana,All students,217.963756187095
2000,Maine,All students,230.568645999965
2000,Maryland,All students,222.310406824294
2000,Massachusetts,All students,234.959613253214
2000,Michigan,All students,230.886972490047
2000,Minnesota,All students,235.270887580604
2000,Mississippi,All students,210.970350280497
2000,Missouri,All students,228.552813806015
2000,Montana,All students,229.812004834534
2000,Nebraska,All students,225.945335824734
2000,Nevada,All students,220.27486645014
2000,New Hampshire,All students,�
2000,New Jersey,All students,�
2000,New Mexico,All students,213.868300752056
2000,New York,All students,226.559060716282
2000,North Carolina,All students,232.463064828177
2000,North Dakota,All students,230.892957801454
2000,Ohio,All students,230.574216614128
2000,Oklahoma,All students,225.041922238883
2000,Oregon,All students,226.629491141052
2000,Pennsylvania,All students,�
2000,Rhode Island,All students,224.633857260814
2000,South Carolina,All students,220.417006234898
2000,South Dakota,All students,�
2000,Tennessee,All students,219.83558730332
2000,Texas,All students,232.666029716375
2000,Utah,All students,227.292673197294
2000,Vermont,All students,231.697736382797
2000,Virginia,All students,230.39480892808
2000,Washington,All students,�
2000,West Virginia,All students,224.848298072233
2000,Wisconsin,All students,�
2000,Wyoming,All students,229.251922742069
1996,Alabama,All students,211.646973546124
1996,Alaska,All students,223.833454560976
1996,Arizona,All students,217.575940481046
1996,Arkansas,All students,215.846435996042
1996,California,All students,209.129082678747
1996,Colorado,All students,225.805857540771
1996,Connecticut,All students,232.02657385064
1996,Delaware,All students,215.025101739945
1996,District of Columbia,All students,187.134669958413
1996,Florida,All students,215.763582637868
1996,Georgia,All students,215.455861748735
1996,Hawaii,All students,214.96556158973
1996,Idaho,All students,�
1996,Illinois,All students,�
1996,Indiana,All students,229.39444358509
1996,Iowa,All students,229.126198396135
1996,Kansas,All students,�
1996,Kentucky,All students,219.988194977368
1996,Louisiana,All students,209.020670031591
1996,Maine,All students,232.20704454562
1996,Maryland,All students,220.694960669238
1996,Massachusetts,All students,228.96640259421
1996,Michigan,All students,226.258056387908
1996,Minnesota,All students,232.193088399935
1996,Mississippi,All students,208.434118577159
1996,Missouri,All students,224.734461780233
1996,Montana,All students,227.51623614729
1996,Nebraska,All students,227.543992729424
1996,Nevada,All students,217.62261218492
1996,New Hampshire,All students,�
1996,New Jersey,All students,227.24016718489
1996,New Mexico,All students,213.844024972342
1996,New York,All students,222.634058698567
1996,North Carolina,All students,224.325124938225
1996,North Dakota,All students,230.904183161864
1996,Ohio,All students,�
1996,Oklahoma,All students,�
1996,Oregon,All students,223.476164730433
1996,Pennsylvania,All students,226.212014670008
1996,Rhode Island,All students,220.418093917479
1996,South Carolina,All students,213.194414923382
1996,South Dakota,All students,�
1996,Tennessee,All students,219.17624797699
1996,Texas,All students,228.712919803307
1996,Utah,All students,226.515841243447
1996,Vermont,All students,224.881060125342
1996,Virginia,All students,222.64321299686
1996,Washington,All students,225.053298123518
1996,West Virginia,All students,223.350132747101
1996,Wisconsin,All students,231.411851479624
1996,Wyoming,All students,223.196002932912
1992,Alabama,All students,208.327875923738
1992,Alaska,All students,�
1992,Arizona,All students,215.2539320246
1992,Arkansas,All students,210.20602809793
1992,California,All students,208.398960917183
1992,Colorado,All students,221.023429078871
1992,Connecticut,All students,226.798480037624
1992,Delaware,All students,217.899972448292
1992,District of Columbia,All students,192.600553142028
1992,Florida,All students,213.689751163468
1992,Georgia,All students,215.594906163657
1992,Hawaii,All students,214.056666073088
1992,Idaho,All students,221.56253448883
1992,Illinois,All students,�
1992,Indiana,All students,221.037742474195
1992,Iowa,All students,229.88407790241
1992,Kansas,All students,�
1992,Kentucky,All students,215.048157721324
1992,Louisiana,All students,204.140211329176
1992,Maine,All students,231.638839938625
1992,Maryland,All students,217.317707935899
1992,Massachusetts,All students,226.597917776042
1992,Michigan,All students,219.878352304218
1992,Minnesota,All students,228.493596281064
1992,Mississippi,All students,201.828261189784
1992,Missouri,All students,222.215599760081
1992,Montana,All students,�
1992,Nebraska,All students,225.332647533132
1992,Nevada,All students,�
1992,New Hampshire,All students,229.664563843433
1992,New Jersey,All students,227.148047044089
1992,New Mexico,All students,213.299089872535
1992,New York,All students,218.445535292573
1992,North Carolina,All students,212.884489891009
1992,North Dakota,All students,228.662815340539
1992,Ohio,All students,218.711934884257
1992,Oklahoma,All students,220.31980591536
1992,Oregon,All students,�
1992,Pennsylvania,All students,224.305731577843
1992,Rhode Island,All students,215.449248153985
1992,South Carolina,All students,212.49671380608
1992,South Dakota,All students,�
1992,Tennessee,All students,210.948227412449
1992,Texas,All students,217.918744453105
1992,Utah,All students,224.042247672311
1992,Vermont,All students,�
1992,Virginia,All students,220.762964215734
1992,Washington,All students,�
1992,West Virginia,All students,215.268928423619
1992,Wisconsin,All students,228.692001118186
1992,Wyoming,All students,225.377591635114
